,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,temp_softbake,pr_thickness,lithography_Chamber,Line_CD,Wavelength,exp_time,lense,Etching_Chamber,Thin F4,Temp_Etching,Source_Power,etching_rate1,etching_rate2,etching_rate3,etching_rate4,etching_uni,Chamber_Num,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,flux_rate1,flux_rate2,flux_rate3,flux_rate4,Error_message,target_rate,Target
72,3,dry,1152.8927322,H2O,31.33,0.189,81,7181.16,3,19,3,0.91653,15.602,14.847,20.003,198.228,90,91.76,1.92751641858404,1,36.431,405,44714.43,0.736383719555988,3,499,71.413,51.177,146.416,204.9,222,94.9,0.380415913417218,3,31633.206,100.664,899,153,3.71626766666667E+015,9.88619142857143E+015,-1613469687500000,829640833333333,none,0.0575,115
73,3,dry,991.15821593,O2,34.8,0.205,109,7086.25,3,20,3,1.56522,14.613,15.067,19.999,197.041,89.999,89.895,1.9376653990899,3,52.151,436,47806.092,0.877616747181965,1,169,70.41,51.828,136.225,206.1,235.1,114.3,0.349271748165817,1,31321.795,102.6,901,157,1606513400000000,9.952843E+015,-1420531562500000,833107777777778,none,0.032,64
74,1,dry,1090.0506655,O2,41.2,0.206,82,7031.01,3,21,1,0.87967,16.195,15.135,20.002,198.842,90,89.606,1.98554081022444,1,48.202,365,38572.835,0.734743504062226,1,538,70.518,51.486,130.801,207,213.1,98.4,0.353303013548416,1,31818.941,100.949,865,150,4684330666666667,1.02E+16,-1762402500000000,831793055555556,none,0.0565,113
75,1,dry,978.47585568,H2O,39.65,0.224,136,7003.13,3,22,1,1.69622,12.336,15.124,19.999,203.693,90.001,92.11,2.05400197853395,3,63.105,405,43271.01,0.791395865982484,3,224,70.874,51.429,130.113,206.3,217,124.5,0.272896374608541,3,32229.52,103.453,904,158,2.17581033333333E+015,4248813857142857,-226121562500000,831882222222222,none,0.0435,87
76,1,dry,1140.0986094,O2,37.49,0.203,166,7138.58,3,23,2,0.32877,13.594,15.12,19.995,200.312,90.002,91.121,1.94252651250752,1,54.202,436,47861.464,0.843137709914217,3,278,70.992,50.959,140.758,205.7,196.3,143.3,0.189319270382387,3,31476.989,102.519,891,153,2.59002233333333E+015,1.29E+16,-2161877500000000,829572222222222,none,0.08,160
77,1,wet,1002.0818486,H2O,34.94,0.207,210,7191.6,3,24,2,1.82073,16.542,15.053,19.991,198.111,90.001,90.93,1.8691372615906,2,44.627,436,48010.576,0.864102106744357,2,278,71.921,51.516,147.86,205.9,212.8,124.8,0.254570701226568,2,31177.831,102.643,897,154,4543123000000000,2.30601142857143E+015,-22567500000000,828006666666667,none,0.0605,121
78,1,wet,1066.9129044,O2,30.02,0.198,114,7158.5,3,25,2,1.63215,15.027,15.015,19.999,203.144,90,89.345,2.04363919339316,3,53.589,436,48111.292,0.883807670477581,1,203,71.077,51.937,143.85,204.7,217.2,129.8,0.251311911436992,1,32328.112,101.726,868,153,2.60462133333333E+015,-336762000000000,731332187500000,835593333333333,none,0.0395,79
79,1,dry,1080.4253812,H2O,30.27,0.194,77,7158.25,3,26,3,1.97588,18.414,14.97,19.999,201.722,90,91.744,1.96686696800258,1,38.084,436,47733.28,0.790344742576016,1,394,69.979,51.255,141.725,209.4,204.3,121,0.261374136083084,1,31463.004,104.676,909,154,4819551333333333,7689888571428571,-1248411562500000,832831944444444,none,0.0635,127
80,1,dry,1000.9813188,O2,44.38,0.215,218,7109.22,3,27,3,1.07972,15.075,15.008,19.994,200.676,90,91.56,1.97473930553396,2,37.861,405,43908.885,0.815429127128421,2,395,72.843,51.506,134.522,212.8,219.1,105,0.339875666868229,2,33158.675,104.022,917,149,3.71881813333333E+015,1.98268714285714E+015,131399687500000,834751111111111,none,0.044,88
81,1,dry,1053.7556177,H2O,30.78,0.199,85,7137.01,4,1,3,0.69447,15.502,14.893,20.001,195.138,90.001,93.689,2.00090662524367,3,53.342,405,44750.88,0.800767154706237,3,340,69.932,50.963,142.801,204.3,206.5,126.1,0.236574611483579,3,32300.805,104.134,888,154,3.09078743333333E+015,8906812714285714,-1318147187500000,830080000000000,none,0.07,140
82,2,dry,1037.1566618,O2,29.54,0.217,172,7315.28,4,2,1,1.59324,15.465,14.915,20.002,201.026,90,92.986,1.93940053667387,1,31.877,436,46371.216,0.777000777000777,3,351,72.414,50.936,158.328,205.5,199,133.6,0.206482220703361,3,33029.239,103.788,873,154,3299760000000000,4916100000000000,-483645000000000,836520000000000,none,0.072,144
83,2,dry,1088.4305142,O2,36.28,0.207,53,7148.37,4,3,1,0.85146,16.454,14.998,20.004,201.539,90,92.681,1.9336482071022,2,34.537,436,46764.924,0.873961168862928,2,39,72.35,50.145,142.837,209.5,221.5,137.1,0.237433134018907,2,31635.027,104.716,914,155,3.80794653333333E+015,8567622857142857,-1315820625000000,833913055555555,none,0.0165,33
84,2,dry,1115.8429467,O2,30.79,0.205,122,7098.29,4,4,1,1.08688,15.252,15.127,19.999,197.82,90,92.926,1.95322647979614,3,40.392,436,47014.752,0.822576324140351,1,386,70.872,52.023,139.729,207,221.8,102.7,0.354871437318709,1,33163.807,102.964,905,154,2.43761256666667E+015,7132927000000000,-858751250000000,828975277777778,none,0.03,60
85,2,dry,1042.38735,O2,37.12,0.212,89,6969.04,4,5,2,1.40374,15.583,14.976,19.993,202.082,90.001,91.783,1.89266994609324,1,55.102,365,38297.26,0.696692523821158,1,298,71.361,51.378,125.404,205.9,204.4,131.4,0.241329687724853,1,31931.086,103.914,884,156,3.17325433333333E+015,9.11370571428571E+015,-1384321562500000,827926666666667,none,0.051,102
86,2,wet,987.5098228,H2O,32.08,0.206,84,7166.6,4,6,2,0.37621,15.093,15.116,19.997,193.096,90,93.257,1.87873245794075,2,42.673,436,47255.86,0.83883256055563,2,110,70.291,51.374,145.06,208.1,211.5,141,0.199812941076439,2,30826.011,103.975,903,154,1.30561733333333E+015,5212003000000000,-352937812500000,828586111111111,none,0.0175,35
87,2,dry,1189.0728617,H2O,27.33,0.203,145,7137.75,4,7,2,0.69938,16.544,14.976,20.002,195.162,90,89.432,1.9664211935525,3,39.994,436,46799.368,0.760764114268166,3,308,71.39,51.573,142.075,204.2,216.5,120.2,0.282001537391559,3,30499.847,99.312,898,153,2810063000000000,4867934714285714,-428407187500000,836271388888889,none,0.0845,169
88,2,dry,965.95188587,O2,34.15,0.201,143,6965.28,4,8,3,1.59225,18.276,14.928,20.003,201.99,90,91.804,1.93941716974096,2,53.953,405,43049.07,0.793797015323222,2,392,69.909,50.945,125.128,203.2,222.6,106.4,0.353552564321009,2,30703.662,101.088,880,155,4.28119366666667E+015,8446621428571429,-1351421562500000,828033611111111,none,0.0835,167
89,2,dry,1035.2225252,O2,35.06,0.215,16,7114.08,4,9,3,1.31378,14.747,15.003,19.996,196.985,90,92.234,2.09219124366396,3,39.513,405,44605.485,0.76663309886349,1,488,70.856,51.698,140.108,205.1,224.6,92.8,0.397821939970541,1,32324.756,103.759,872,153,3.29622533333333E+015,1.52E+16,-2741285937500000,823292222222222,none,0.055,110
90,3,dry,1065.7397354,H2O,35.85,0.205,137,7195.37,4,10,1,1.15596,16.144,14.954,19.997,195.803,90,89.756,2.01982367737506,1,60.292,436,46048.14,0.872488593612423,1,515,71.276,51.168,150.137,200.4,219.6,97.9,0.364351076362537,1,31924.552,104.32,902,155,3327994000000000,7477092857142857,-1052589062500000,833548888888889,[['Edge-Loc']],0.107,214
91,3,wet,950.904005,O2,34.93,0.192,48,7145.54,4,11,1,1.67849,14.764,15.196,20,199.601,90,94.657,2.0298056436548,2,39.894,365,39837.195,0.762292223157393,2,261,70.278,50.748,142.254,207.7,234.6,103.9,0.379691308351756,2,31500.526,101.507,888,154,2.80204566666667E+015,3.05994328571429E+015,-28328125000000,834848333333333,none,0.032,64
92,3,wet,1119.8186964,O2,38.17,0.208,44,7068.98,4,12,1,1.78345,16.716,14.958,19.991,197.509,90.001,91.811,1.9600200068796,3,46.067,436,46804.164,0.883304531392765,3,308,71.591,50.612,134.998,205.4,205,130.7,0.220973882484492,3,32179.174,103.426,890,158,-1.35606566666667E+015,1.35E+16,-1942306875000000,827691388888889,none,0.07,140
93,3,dry,1130.4307565,H2O,28.3,0.223,94,7170.55,4,13,2,1.25348,15.288,15.04,19.994,202.281,90,90.859,1.82427810011935,1,39.017,365,38986.38,0.725786085984772,3,181,70.223,50.932,145.855,207.7,233.9,111.5,0.350237139730026,3,30475.756,103.195,912,154,3188357400000000,6975710000000000,-918177500000000,834448055555555,none,0.028,56
94,3,dry,1101.5507061,H2O,37.71,0.211,67,7192.17,4,14,2,1.31988,16.749,14.894,20.002,202.312,90,91.743,1.90384764746151,2,53.58,405,42883.02,0.755316589549775,2,388,71.498,51.579,146.517,205.2,218.7,110,0.319509947576266,2,31478.739,100.492,899,153,3925764400000000,4821664285714286,-515824062500000,834796111111111,none,0.055,110
95,3,dry,1057.9935878,H2O,33.68,0.209,70,7057.54,4,15,2,1.40215,13.759,15.036,19.99,203.616,90,93.026,1.94195143367264,3,22.465,436,48127.86,0.891429599551832,1,242,71.558,50.9,134.154,203.2,221.5,122.7,0.289925669866217,1,32446.139,100.612,885,154,4.10187233333333E+015,1.31E+16,-2367698750000000,831343611111111,none,0.0575,115
96,3,dry,875.50327482,O2,44.49,0.208,74,7134.2,4,16,3,1.15753,15.035,15.196,20.002,198.02,90,90.066,1.93395637341093,1,57.174,436,46893.108,0.809999405505024,1,382,72.509,50.65,140.72,206.4,216.8,111.3,0.31249074375759,1,32346.097,103.385,908,156,3.44119833333333E+015,7893134285714286,-1147993437500000,830576944444445,none,0.032,64
97,3,dry,1199.2308828,O2,30.89,0.206,74,7114.4,4,17,3,1.42035,13.455,14.799,20,202.098,90.001,92.533,1.91823803286071,3,31.144,365,39588.265,0.741939287006509,3,285,72.434,50.433,139.64,208.8,212.3,122.2,0.263859197001201,3,31900.559,102.263,861,153,4656233500000000,1.07E+16,-1873661562500000,839834444444445,none,0.039,78
98,1,wet,1019.3986018,O2,36.17,0.209,116,7121,4,18,1,0.79936,15.751,14.906,20.003,199.508,90,94.438,1.97259975944283,1,53.63,436,46503.324,0.890746654081805,3,334,72.783,51.061,143.3,200.2,239.1,96.1,0.421393841166937,3,32068.136,104.884,916,154,3.53036033333333E+015,5461064285714286,-644065625000000,835458333333333,[['Edge-Loc']],0.1005,201
99,1,wet,1041.2494383,O2,33.55,0.194,80,7014.6,4,19,1,1.28498,13.394,15.181,20,194.798,90,92.813,2.01023842411885,2,38.097,405,43944.12,0.797413623368748,2,357,72.288,50.875,129.46,205.2,225.7,105.4,0.361391492429704,2,31575.591,101.321,916,149,2.86810533333333E+015,1.56E+16,-2788623125000000,823742500000000,none,0.055,110
100,1,dry,1113.1019149,H2O,41.09,0.201,83,6975.65,4,20,1,1.78377,17.708,15.055,20,197.427,90,93.802,1.97837377027371,3,35.821,405,44466.975,0.799340001736837,1,405,70.823,50.187,124.365,207.2,207.6,117.9,0.273032348397799,1,32022.906,104.284,907,155,5738753333333333,7236655714285714,-1236159687500000,827931944444445,none,0.051,102
101,1,wet,1049.3347675,O2,38.07,0.2,95,7131.44,4,21,2,1.21178,13.298,15.13,19.995,202.189,90,90.63,1.93626128818168,1,49.151,405,43226.055,0.778871616956708,1,373,68.61,51.038,138.744,211.2,224.7,101.2,0.365468954374086,1,30933.42,101.024,898,155,4.07077166666667E+015,8304237142857143,-1291963125000000,831664444444445,none,0.034,68
102,1,dry,1022.0956735,O2,30.38,0.216,96,7225.52,4,22,2,1.43097,18.056,14.958,20.001,199.058,90,92.222,1.801547956482,2,35.215,436,47541.876,0.80935134944487,2,389,68.215,51.024,151.852,205.9,227.5,98.4,0.377677531843686,2,31425.431,101.158,877,155,3718081000000000,5850797142857143,-717727500000000,830577500000000,none,0.0475,95
103,1,wet,1058.5098678,O2,29.19,0.206,82,7009.46,4,23,2,1.43993,12.997,15.085,19.994,205.939,90,92.242,1.89278989037265,3,48.353,365,40106.565,0.669713711149724,3,301,70.769,51.312,128.646,204.2,224.7,113.3,0.33211795255543,3,32261.627,102.808,898,155,3.64115133333333E+015,3.25428571428571E+015,-164771875000000,830291666666667,none,0.051,102
104,1,wet,1058.2490028,O2,33.59,0.206,89,7123.11,4,24,3,0.75558,15.469,15.181,19.997,194.411,90,92.307,1.8682856126055,2,41.355,365,38642.55,0.715014721467484,2,361,71.02,51.082,142.211,202.8,214.1,117.1,0.286892700651128,2,32507.325,102.652,889,159,5171338333333333,8578414285714286,-1475156875000000,830303888888889,none,0.0605,121
105,1,wet,959.51710268,H2O,28.78,0.198,51,7099.28,4,25,3,1.12382,15.226,14.986,20,197.806,90.001,94.282,1.97147627906736,3,40.31,365,39149.17,0.701639722419792,1,254,70.076,50.464,135.128,209.3,224.3,115.8,0.317006755019517,1,31857.972,103.834,916,153,1541710500000000,7064504714285714,-771128750000000,829707500000000,none,0.02,40
106,2,dry,1210.7401666,O2,31.72,0.204,141,7204.35,4,26,1,1.01686,16.107,15.021,19.995,205.928,90,90.466,1.92601046589306,1,37.515,365,39698.495,0.741198019681346,1,331,70.284,51.916,147.535,206.3,217.2,116.3,0.293597736183957,1,30998.017,103.704,905,155,4.19871023333333E+015,1.18E+16,-2055572812500000,832267500000000,none,0.0395,79
107,2,dry,1118.8625931,H2O,39.92,0.217,82,7073.16,4,27,1,1.0636,18.554,14.882,19.995,203.542,90.001,93.629,1.95324066307461,2,46.075,436,47569.344,0.881638067352295,2,413,71.439,51.98,134.016,207.6,213.8,110.6,0.30990246480565,2,31665.596,102.212,916,155,3635161800000000,1.26E+16,-2175371250000000,833347500000000,none,0.073,146
108,2,dry,1062.4908867,H2O,40.51,0.211,77,6965.04,5,1,1,1.31556,18.3,15.1,19.997,201.257,90.001,90.872,1.95294645412094,3,23.208,365,40613.185,0.704441455125149,3,431,71.672,50.522,125.204,205.9,189.3,133,0.247001854901409,3,32034.605,104.846,896,158,2399846900000000,4330132857142857,-268110625000000,839511944444445,none,0.078,156
109,2,dry,980.70461148,H2O,28.29,0.221,117,7181.5,5,2,2,1.87115,13.098,15.025,20.001,198.825,89.999,92.275,1.96364328568679,2,54.338,365,39973.34,0.724752789801835,2,542,70.494,50.114,147.85,203.1,216.4,96.6,0.360870547480985,2,32403.77,105.045,912,154,2927535000000000,8411107142857143,-1224891250000000,830235833333333,[['Loc']],0.1,200
110,2,dry,1029.098935,H2O,25.43,0.198,128,7031.68,5,3,2,1.21277,14.994,15.001,20.007,197.121,89.998,91.338,1.94688444063665,3,21.793,436,47089.308,0.755412635489147,1,139,68.85,51.053,130.968,205.9,210.5,141.9,0.230772355600434,1,31560.731,105.841,875,154,2.03421933333333E+015,9.33136914285714E+015,-1330058125000000,833604722222222,none,0.0465,93
111,2,dry,1169.6176907,O2,32.03,0.209,138,7117.45,5,4,3,1.15164,15.261,14.931,20.001,200.823,89.999,90.277,1.96948562138053,1,44.624,405,43570.71,0.758925810785741,1,478,69.606,51.317,141.345,203.4,231.2,88,0.431361031410734,1,29604.262,104.261,916,153,2.63738666666667E+015,9.47640557142857E+015,-1438728437500000,827919722222222,none,0.058,116
112,2,wet,988.24893181,O2,34.94,0.219,127,7081.18,5,5,3,1.77366,16.651,15.044,20.001,196.001,90,93.44,1.91143071459836,2,47.453,405,43449.615,0.781177668734377,2,489,70.172,51.528,137.918,204,211,106.3,0.317649093319661,2,31732.122,103.62,880,156,4.09464233333333E+015,-394841428571429,599920625000000,831992777777778,[['Edge-Loc']],0.1015,203
113,2,dry,1077.6954273,O2,45.96,0.187,145,7044.85,5,6,3,1.48367,13.638,15.021,20.005,198.211,90.001,93.614,1.92190165134018,3,27.299,365,38980.905,0.701158544433281,3,551,70.712,51.122,136.085,198.5,219.2,95.6,0.380667862670065,3,31858.818,102.678,893,150,214733000000000,3.76540828571429E+015,56351875000000,831935555555556,none,0.084,168
114,3,wet,979.6755987,H2O,33.73,0.222,72,7113.54,5,7,1,1.93673,15.127,14.979,19.996,198.999,90.001,93.29,1.90426238472505,1,33.684,405,44046.585,0.809456045537399,3,315,70.795,51.131,137.154,205.4,212.8,124.5,0.259761654708217,3,32187.195,102.447,914,153,150965800000000,4.24112657142857E+015,-32302500000000,833863333333333,none,0.0755,151
115,3,dry,1118.6757555,H2O,34.79,0.197,127,7060.08,5,8,1,0.90966,16.414,15.106,19.993,201.92,89.998,93.298,1.90704584553627,2,54.952,436,46748.792,0.890441033810209,2,121,69.468,51.951,134.308,204.6,206.6,148.4,0.208361915412418,2,30856.694,103.236,877,156,1641371000000000,8922289428571429,-1202870937500000,828695555555555,none,0.0395,79
116,3,dry,922.75078097,O2,34.18,0.212,53,7206.85,5,9,1,0.7098,11.936,15.004,19.997,202.265,89.999,91.902,1.89980466303516,3,56.691,436,47714.968,0.874662472566492,1,289,71.293,51.856,149.485,204,201,137.3,0.192834478920474,1,32042.018,103.967,917,154,962806733333333,5285092714285714,-345921875000000,839600277777778,none,0.0585,117
117,3,wet,1203.228875,H2O,33.83,0.196,72,7041.42,5,10,2,2.09636,21.373,15.057,20.001,197.708,90,90.552,1.93291976040017,1,40.55,436,47353.524,0.795414326944478,1,421,69.722,50.874,134.242,200.8,222.7,104.3,0.357681234725289,1,31289.639,102.991,912,154,2.49395433333333E+015,9.77081971428571E+015,-1473903125000000,830706388888889,none,0.0595,119
118,3,dry,1026.8792289,O2,31.29,0.204,28,7275.64,5,11,2,1.73176,15.277,15.01,19.996,204.744,89.999,92.566,1.93038361457465,2,63.703,436,47101.08,0.858085288954317,2,580,69.98,50.826,156.064,203.2,209,101.3,0.321701883613814,2,32524.693,101.322,903,154,803090666666667,1.38E+16,-2196410937500000,831605833333333,[['Edge-Loc']],0.1175,235
119,3,dry,1019.9615854,O2,34.64,0.216,46,7049.81,5,12,2,1.0965,15.312,15.07,19.999,205.209,89.999,91.778,1.99512905115955,3,45.908,365,40257.31,0.736415653170421,3,298,71.553,51.98,134.581,202,236.4,102.2,0.397523034564065,3,32057.54,101.394,910,162,1.61831266666667E+015,8980090714285714,-1221496875000000,835851944444445,none,0.063,126
120,3,dry,1107.5504859,H2O,33.95,0.205,130,7042.61,5,13,3,0.94524,13.894,15.116,19.999,199.499,90,92.347,1.92589230182248,1,32.526,405,42406.335,0.788572897236295,3,220,70.388,50.448,130.561,213.5,211.3,126.9,0.253861791894891,3,32900.689,103.55,913,156,3918199800000000,1.35848428571429E+015,260731250000000,824831388888889,none,0.031,62
121,3,wet,1150.1978847,H2O,39.06,0.206,145,7108.97,5,14,3,1.74314,16.37,15.025,20,195.352,90.001,90.966,1.84963695006714,2,28.975,365,39592.645,0.691213259174672,2,28,69.352,50.88,139.197,206.4,227.7,134.8,0.262393429148831,2,31640.442,105.17,918,153,2.18579133333333E+015,639629714285714,556716250000000,830243055555555,none,0.0195,39
122,3,dry,1182.4567144,O2,37.39,0.209,36,7159.56,5,15,3,0.52966,17.277,14.828,20.002,200.66,89.999,94.668,1.87113425688995,3,30.132,436,47425.464,0.863039919555178,1,278,70.919,50.58,145.156,206.1,217.1,119.8,0.282784717418725,1,31856.772,102.377,883,156,3.87453803333333E+015,7750000000000,555737500000000,837196666666667,none,0.049,98
123,1,dry,1061.1656724,H2O,31.85,0.204,162,6966.1,5,16,1,0.31926,16.67,15,19.994,199.982,90,92.262,1.88968100166658,1,47.893,436,46288.812,0.848448759338288,1,385,71.883,50.859,123.21,207.9,217,110,0.325173603197034,1,32050.437,101.995,894,155,3812205800000000,1.08E+16,-1788583437500000,835731944444444,none,0.047,94
124,1,dry,1181.2604802,O2,34.65,0.216,41,7126.68,5,17,1,0.67018,14.098,14.961,19.997,198.47,90,90.449,1.93783921158521,2,53.539,436,46941.504,0.805897096552387,2,169,70.497,51.628,141.868,204.4,214.1,135.4,0.226224833565211,2,31710.986,105.264,930,152,6573454333333333,3.51988571428571E+015,-492082812500000,826706111111111,none,0.0445,89
125,1,wet,1148.8817184,O2,31.13,0.206,31,6906.17,5,18,1,1.52111,14.436,14.957,20.009,199.456,90.001,93.591,1.98954743438762,3,49.319,436,46761,0.868008895100328,3,345,70.278,51.436,119.317,205.5,222.5,108.8,0.34658452684506,3,31155.426,104.162,888,153,1.39477033333333E+015,1.15E+16,-1731618750000000,830578611111111,none,0.025,50
126,1,dry,1187.8216971,O2,28.68,0.21,150,7031.81,5,19,2,1.40998,12.82,15.092,20.001,201.983,90,92.35,1.91203771265625,1,56.109,365,39506.14,0.73523487229071,3,181,70.938,51.553,132.881,204.4,231.2,116.6,0.334558979157209,3,31707.301,104.286,903,153,2.80527336666667E+015,1.16E+16,-1871248750000000,833101944444445,none,0.0375,75
127,1,dry,1181.770049,H2O,34.78,0.218,199,7095.07,5,20,2,1.76524,17.163,14.785,19.995,197.55,90.001,89.841,1.93262127537165,2,14.844,365,38680.875,0.697705980965052,2,230,70.906,51.745,138.907,204.5,215.3,127.8,0.254913642541154,2,31921.289,103.014,889,156,3.68583786666667E+015,9.14716714285714E+015,-1432201562500000,834605555555556,none,0.052,104
128,1,dry,999.26929652,O2,36.11,0.191,143,7118.43,5,21,2,1.81581,12.729,14.934,20,196.622,89.998,90.887,1.9851211515456,3,45.605,436,47140.756,0.814358104637545,1,220,72.843,51.147,141.943,203.7,234.9,109.3,0.364140826245972,1,31234.441,103.453,883,153,4649641000000000,446604285714286,370092500000000,832829722222222,none,0.0425,85
129,1,dry,960.2343251,H2O,35.46,0.187,100,6814.35,5,22,3,0.90783,14.748,15.08,19.999,195.123,90,93.99,2.01386982721144,1,29.622,436,47717.148,0.748012448574144,1,609,71.108,50.614,106.335,211.7,210.9,91.6,0.387085337652187,1,30801.679,104.564,932,157,1426726000000000,1.02E+16,-1465259375000000,834073888888889,none,0.0635,127
130,1,dry,1166.1295244,H2O,34.89,0.208,158,7104.13,5,23,3,1.13067,14.611,14.992,19.994,200.795,90.001,91.432,1.91539253950639,2,23.274,405,42659.865,0.768915316793111,2,307,71.219,51.523,140.413,204.3,219.9,115.1,0.308365442473515,2,33283.059,100.908,896,154,2465699000000000,1.12E+16,-1783142500000000,831906944444444,none,0.048,96
131,1,dry,1164.7869004,H2O,30.81,0.216,131,6892.52,5,24,3,0.7548,15.808,14.88,19.997,198.772,90.001,90.716,1.94785184240627,3,46.035,365,39866.76,0.740876060569155,3,537,71.092,50.679,120.052,205.1,218,92.4,0.395246966416595,3,31856.143,102.064,914,153,2.77453333333333E+015,9.34295757142857E+015,-1417043437500000,836021944444444,none,0.0635,127
132,2,wet,1022.4733326,H2O,33.82,0.187,67,7096.39,5,25,1,1.66756,14.678,14.881,19.998,205.609,90,91.008,1.96072996473006,1,41.096,436,46479.344,0.832932150416848,3,248,71.186,51.128,138.239,207.8,203.9,134.9,0.212896753835573,3,31565.934,104.243,904,158,1904044700000000,7135607714285714,-824503125000000,831567222222222,none,0.0295,59
